Pathway.Name	SMP.ID	Pathway.Class	HMDB.ID	N_met	hit_n	hit_HMDB_ID	ES	pvalue_nominal	NES	FDR_pri	FDR
Hyperprolinemia Type I	SMP0000361	Disease	HMDB0000904;HMDB0001096;HMDB0000214;HMDB0000538;HMDB0000191;HMDB0000045;HMDB0000250;HMDB0000052;HMDB0000134;HMDB0000517;HMDB0000051;HMDB0001967;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000148;HMDB0000902;HMDB0000208;HMDB0001487;HMDB0002104;HMDB0001491;HMDB0059597;HMDB0001301;HMDB0000162;HMDB0001248;HMDB0001377;HMDB0000725;HMDB0000254;HMDB0001369;HMDB0000123;HMDB0000128;HMDB0001185;HMDB0000939;HMDB0000064;HMDB0001511;HMDB0000294;HMDB0001333;HMDB0003411;HMDB0006875;HMDB0003125;HMDB0002234;HMDB0002273;HMDB0000221;HMDB0006556;HMDB0000223;HMDB0002070;HMDB0004224;HMDB0003378;HMDB0000217;HMDB0003178;HMDB0001520;HMDB0000027	52	48	HMDB0002111;HMDB0000064;HMDB0000123;HMDB0001341;HMDB0000051;HMDB0000254;HMDB0000128;HMDB0000294;HMDB0001369;HMDB0001377;HMDB0000217;HMDB0001511;HMDB0000134;HMDB0000725;HMDB0000214;HMDB0002104;HMDB0003411;HMDB0002273;HMDB0001491;HMDB0000162;HMDB0002070;HMDB0000148;HMDB0000191;HMDB0001185;HMDB0000221;HMDB0000208;HMDB0059597;HMDB0001487;HMDB0003125;HMDB0001301;HMDB0001967;HMDB0001096;HMDB0000045;HMDB0004224;HMDB0006875;HMDB0000902;HMDB0000904;HMDB0000250;HMDB0002234;HMDB0001248;HMDB0000538;HMDB0001429;HMDB0006556;HMDB0000517;HMDB0001333;HMDB0000223;HMDB0000052;HMDB0000939	0.5620050073728872	0.0	2.110549114205753	0.0	0.0
Prolidase Deficiency (PD)	SMP0000207	Disease	HMDB0000904;HMDB0001096;HMDB0000214;HMDB0000538;HMDB0000191;HMDB0000045;HMDB0000250;HMDB0000052;HMDB0000134;HMDB0000517;HMDB0000051;HMDB0001967;HMDB0002111;HMDB0001341;HMDB0001429;HMDB0000148;HMDB0000902;HMDB0000208;HMDB0001487;HMDB0002104;HMDB0001491;HMDB0059597;HMDB0001301;HMDB0000162;HMDB0001248;HMDB0001377;HMDB0000725;HMDB0000254;HMDB0001369;HMDB0000123;HMDB0000128;HMDB0001185;HMDB0000939;HMDB0000064;HMDB0001511;HMDB0000294;HMDB0001333;HMDB0003411;HMDB0006875;HMDB0003125;HMDB0002234;HMDB0002273;HMDB0000221;HMDB0006556;HMDB0000223;HMDB0002070;HMDB0004224;HMDB0003378;HMDB0000217;HMDB0003178;HMDB0001520;HMDB0000027	52	48	HMDB0000052;HMDB0000223;HMDB0000939;HMDB0006875;HMDB0000250;HMDB0001491;HMDB0000254;HMDB0000123;HMDB0000294;HMDB0000064;HMDB0003125;HMDB0001369;HMDB0001429;HMDB0001248;HMDB0000051;HMDB0000221;HMDB0000191;HMDB0000045;HMDB0000134;HMDB0001096;HMDB0000517;HMDB0003411;HMDB0000208;HMDB0000904;HMDB0001301;HMDB0001185;HMDB0000214;HMDB0002273;HMDB0006556;HMDB0001487;HMDB0000162;HMDB0002234;HMDB0059597;HMDB0002111;HMDB0002104;HMDB0002070;HMDB0000217;HMDB0001341;HMDB0004224;HMDB0000725;HMDB0001967;HMDB0000538;HMDB0000148;HMDB0000128;HMDB0001511;HMDB0001377;HMDB0000902;HMDB0001333	0.5620050073728872	0.0	2.110549114205753	0.0	0.0
Argininemia	SMP0000357	Disease	HMDB0000641;HMDB0000161;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0002111;HMDB0000051;HMDB0000902;HMDB0001487;HMDB0000538;HMDB0001967;HMDB0001341;HMDB0001429;HMDB0001096;HMDB0000191;HMDB0000223;HMDB0000214;HMDB0000904;HMDB0000517;HMDB0000294;HMDB0001333;HMDB0000052;HMDB0000134;HMDB0000045;HMDB0000250;HMDB0000464	27	23	HMDB0001487;HMDB0000208;HMDB0000051;HMDB0000902;HMDB0000052;HMDB0000250;HMDB0001341;HMDB0000223;HMDB0001429;HMDB0001096;HMDB0000294;HMDB0002111;HMDB0000214;HMDB0001967;HMDB0001333;HMDB0000134;HMDB0001491;HMDB0000191;HMDB0000517;HMDB0000045;HMDB0000538;HMDB0000148;HMDB0000904	0.5818952106664163	0.005226480836236934	1.8416454439553918	0.09932790370970239	0.09932790370970239
Argininosuccinic Aciduria	SMP0000003	Disease	HMDB0000641;HMDB0000161;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0002111;HMDB0000051;HMDB0000902;HMDB0001487;HMDB0000538;HMDB0001967;HMDB0001341;HMDB0001429;HMDB0001096;HMDB0000191;HMDB0000223;HMDB0000214;HMDB0000904;HMDB0000517;HMDB0000294;HMDB0001333;HMDB0000052;HMDB0000134;HMDB0000045;HMDB0000250;HMDB0000464	27	23	HMDB0001487;HMDB0000208;HMDB0000051;HMDB0000902;HMDB0000052;HMDB0000250;HMDB0001341;HMDB0000223;HMDB0001429;HMDB0001096;HMDB0000294;HMDB0002111;HMDB0000214;HMDB0001967;HMDB0001333;HMDB0000134;HMDB0001491;HMDB0000191;HMDB0000517;HMDB0000045;HMDB0000538;HMDB0000148;HMDB0000904	0.5818952106664163	0.005226480836236934	1.8416454439553918	0.09932790370970239	0.09932790370970239
Citrullinemia Type I	SMP0000001	Disease	HMDB0000641;HMDB0000161;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0002111;HMDB0000051;HMDB0000902;HMDB0001487;HMDB0000538;HMDB0001967;HMDB0001341;HMDB0001429;HMDB0001096;HMDB0000191;HMDB0000223;HMDB0000214;HMDB0000904;HMDB0000517;HMDB0000294;HMDB0001333;HMDB0000052;HMDB0000134;HMDB0000045;HMDB0000250;HMDB0000464	27	23	HMDB0002111;HMDB0001341;HMDB0000051;HMDB0000294;HMDB0000134;HMDB0000214;HMDB0001491;HMDB0000148;HMDB0000191;HMDB0000208;HMDB0001487;HMDB0001967;HMDB0001096;HMDB0000045;HMDB0000902;HMDB0000904;HMDB0000250;HMDB0000538;HMDB0001429;HMDB0000517;HMDB0001333;HMDB0000223;HMDB0000052	0.5818952106664163	0.005226480836236934	1.8416454439553918	0.09932790370970239	0.09932790370970239
Urea Cycle	SMP0000059	Metabolic	HMDB0000641;HMDB0000161;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0002111;HMDB0000051;HMDB0000902;HMDB0001487;HMDB0000538;HMDB0001967;HMDB0001341;HMDB0001429;HMDB0001096;HMDB0000191;HMDB0000223;HMDB0000214;HMDB0000904;HMDB0000517;HMDB0000294;HMDB0001333;HMDB0000052;HMDB0000134;HMDB0000045;HMDB0000250;HMDB0000464	27	23	HMDB0000250;HMDB0000148;HMDB0001096;HMDB0000294;HMDB0002111;HMDB0000045;HMDB0000517;HMDB0000214;HMDB0001333;HMDB0001341;HMDB0000208;HMDB0000904;HMDB0001491;HMDB0000902;HMDB0001487;HMDB0000051;HMDB0000223;HMDB0001429;HMDB0000134;HMDB0000538;HMDB0000052;HMDB0000191;HMDB0001967	0.5818952106664163	0.005226480836236934	1.8416454439553918	0.09932790370970239	0.09932790370970239
Ornithine Transcarbamylase Deficiency (OTC Deficiency)	SMP0000205	Disease	HMDB0000641;HMDB0000161;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0002111;HMDB0000051;HMDB0000902;HMDB0001487;HMDB0000538;HMDB0001967;HMDB0001341;HMDB0001429;HMDB0001096;HMDB0000191;HMDB0000223;HMDB0000214;HMDB0000904;HMDB0000517;HMDB0000294;HMDB0001333;HMDB0000052;HMDB0000134;HMDB0000045;HMDB0000250;HMDB0000464	27	23	HMDB0002111;HMDB0001341;HMDB0000051;HMDB0000294;HMDB0000134;HMDB0000214;HMDB0001491;HMDB0000148;HMDB0000191;HMDB0000208;HMDB0001487;HMDB0001967;HMDB0001096;HMDB0000045;HMDB0000902;HMDB0000904;HMDB0000250;HMDB0000538;HMDB0001429;HMDB0000517;HMDB0001333;HMDB0000223;HMDB0000052	0.5818952106664163	0.005226480836236934	1.8416454439553918	0.09932790370970239	0.09932790370970239
Carbamoyl Phosphate Synthetase Deficiency	SMP0000002	Disease	HMDB0000641;HMDB0000161;HMDB0000208;HMDB0000148;HMDB0000243;HMDB0001491;HMDB0002111;HMDB0000051;HMDB0000902;HMDB0001487;HMDB0000538;HMDB0001967;HMDB0001341;HMDB0001429;HMDB0001096;HMDB0000191;HMDB0000223;HMDB0000214;HMDB0000904;HMDB0000517;HMDB0000294;HMDB0001333;HMDB0000052;HMDB0000134;HMDB0000045;HMDB0000250;HMDB0000464	27	23	HMDB0000208;HMDB0000223;HMDB0000902;HMDB0000538;HMDB0000904;HMDB0001487;HMDB0001491;HMDB0001333;HMDB0000250;HMDB0000294;HMDB0000148;HMDB0002111;HMDB0001967;HMDB0000214;HMDB0001429;HMDB0001341;HMDB0000191;HMDB0000045;HMDB0000517;HMDB0000052;HMDB0000134;HMDB0000051;HMDB0001096	0.5818952106664163	0.005226480836236934	1.8416454439553918	0.09932790370970239	0.09932790370970239
Disulfiram Action Pathway	SMP0000429	Drug Action	HMDB0014960;HMDB0013636;HMDB0000657;HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0001377;HMDB0000130;HMDB0001967;HMDB0015531;HMDB0002052;HMDB0001268;HMDB0002111;HMDB0000060;HMDB0000134;HMDB0000464;HMDB0000547;HMDB0000306;HMDB0005175;HMDB0000217;HMDB0000020;HMDB0000221;HMDB0000073;HMDB0000044;HMDB0000216;HMDB0001264;HMDB0000181;HMDB0000027;HMDB0002281;HMDB0001229;HMDB0004067;HMDB0001430;HMDB0004058;HMDB0006779;HMDB0004068;HMDB0001253;HMDB0015532;HMDB0000819;HMDB0001185;HMDB0000939;HMDB0000068;HMDB0006242;HMDB0000051;HMDB0003125;HMDB0001248;HMDB0000164;HMDB0004063;HMDB0004061;HMDB0000902;HMDB0001866;HMDB0001487;HMDB0059597;HMDB0000291;HMDB0000318;HMDB0006915;HMDB0011639;HMDB0001398;HMDB0000957;HMDB0001490;HMDB0000022;HMDB0003791;HMDB0001336;HMDB0000692;HMDB0000118;HMDB0000108;HMDB0000990;HMDB0000042;HMDB0003178;HMDB0000538;HMDB0001423;HMDB0000045;HMDB0000250;HMDB0001206	77	31	HMDB0000045;HMDB0000902;HMDB0001185;HMDB0001491;HMDB0000044;HMDB0000020;HMDB0000191;HMDB0000939;HMDB0000158;HMDB0001430;HMDB0000538;HMDB0000221;HMDB0000148;HMDB0004067;HMDB0001377;HMDB0001253;HMDB0003125;HMDB0000990;HMDB0000217;HMDB0001967;HMDB0000134;HMDB0000208;HMDB0001248;HMDB0000223;HMDB0059597;HMDB0000164;HMDB0000250;HMDB0002111;HMDB0001487;HMDB0001264;HMDB0000051	0.5326978262177477	0.0016750418760469012	1.838839151576034	0.09956095349078344	0.09956095349078344
Canavan Disease	SMP0000175	Disease	HMDB0000056;HMDB0000208;HMDB0011111;HMDB0000148;HMDB0001491;HMDB0000191;HMDB0001967;HMDB0000538;HMDB0000641;HMDB0002111;HMDB0000045;HMDB0000250;HMDB0000168;HMDB0000904;HMDB0000052;HMDB0000223;HMDB0000051;HMDB0003125;HMDB0000536;HMDB0000134;HMDB0006483;HMDB0001377;HMDB0001248;HMDB0000812;HMDB0000042;HMDB0015532;HMDB0001273;HMDB0000175;HMDB0001201;HMDB0001429;HMDB0000547;HMDB0001096;HMDB0000828;HMDB0000517	34	20	HMDB0000223;HMDB0000208;HMDB0000134;HMDB0000191;HMDB0001248;HMDB0000148;HMDB0001377;HMDB0003125;HMDB0000904;HMDB0000052;HMDB0000051;HMDB0000538;HMDB0000045;HMDB0000517;HMDB0001967;HMDB0002111;HMDB0001429;HMDB0001096;HMDB0000250;HMDB0001491	0.5992495511413158	0.005263157894736842	1.8479229575546556	0.13702353188181288	0.13702353188181288
Aspartate Metabolism	SMP0000067	Metabolic	HMDB0000056;HMDB0000208;HMDB0011111;HMDB0000148;HMDB0001491;HMDB0000191;HMDB0001967;HMDB0000538;HMDB0000641;HMDB0002111;HMDB0000045;HMDB0000250;HMDB0000168;HMDB0000904;HMDB0000052;HMDB0000223;HMDB0000051;HMDB0003125;HMDB0000536;HMDB0000134;HMDB0006483;HMDB0001377;HMDB0001248;HMDB0000812;HMDB0000042;HMDB0015532;HMDB0001273;HMDB0000175;HMDB0001201;HMDB0001429;HMDB0000547;HMDB0001096;HMDB0000828;HMDB0000517	34	20	HMDB0000223;HMDB0000208;HMDB0000134;HMDB0000191;HMDB0001248;HMDB0000148;HMDB0001377;HMDB0003125;HMDB0000904;HMDB0000052;HMDB0000051;HMDB0000538;HMDB0000045;HMDB0000517;HMDB0001967;HMDB0002111;HMDB0001429;HMDB0001096;HMDB0000250;HMDB0001491	0.5992495511413158	0.005263157894736842	1.8479229575546556	0.13702353188181288	0.13702353188181288
Hypoacetylaspartia	SMP0000192	Disease	HMDB0000056;HMDB0000208;HMDB0011111;HMDB0000148;HMDB0001491;HMDB0000191;HMDB0001967;HMDB0000538;HMDB0000641;HMDB0002111;HMDB0000045;HMDB0000250;HMDB0000168;HMDB0000904;HMDB0000052;HMDB0000223;HMDB0000051;HMDB0003125;HMDB0000536;HMDB0000134;HMDB0006483;HMDB0001377;HMDB0001248;HMDB0000812;HMDB0000042;HMDB0015532;HMDB0001273;HMDB0000175;HMDB0001201;HMDB0001429;HMDB0000547;HMDB0001096;HMDB0000828;HMDB0000517	34	20	HMDB0000223;HMDB0000208;HMDB0000134;HMDB0000191;HMDB0001248;HMDB0000148;HMDB0001377;HMDB0003125;HMDB0000904;HMDB0000052;HMDB0000051;HMDB0000538;HMDB0000045;HMDB0000517;HMDB0001967;HMDB0002111;HMDB0001429;HMDB0001096;HMDB0000250;HMDB0001491	0.5992495511413158	0.005263157894736842	1.8479229575546556	0.13702353188181288	0.13702353188181288
Tyrosine Metabolism	SMP0000006	Metabolic	HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0001377;HMDB0000130;HMDB0001967;HMDB0015531;HMDB0002052;HMDB0001268;HMDB0002111;HMDB0000060;HMDB0000134;HMDB0000464;HMDB0000547;HMDB0000306;HMDB0005175;HMDB0000217;HMDB0000020;HMDB0000221;HMDB0000073;HMDB0000657;HMDB0000044;HMDB0000216;HMDB0001264;HMDB0013636;HMDB0000181;HMDB0000027;HMDB0002281;HMDB0001229;HMDB0004067;HMDB0001430;HMDB0004058;HMDB0006779;HMDB0004068;HMDB0001253;HMDB0015532;HMDB0000819;HMDB0001185;HMDB0000939;HMDB0000068;HMDB0006242;HMDB0000051;HMDB0003125;HMDB0001248;HMDB0000164;HMDB0004063;HMDB0004061;HMDB0000902;HMDB0001866;HMDB0001487;HMDB0059597;HMDB0000291;HMDB0000318;HMDB0006915;HMDB0011639;HMDB0001398;HMDB0000957;HMDB0001490;HMDB0000022;HMDB0003791;HMDB0001336;HMDB0000692;HMDB0000118	67	27	HMDB0000221;HMDB0000044;HMDB0000148;HMDB0000134;HMDB0001253;HMDB0001377;HMDB0003125;HMDB0000939;HMDB0001487;HMDB0001491;HMDB0000902;HMDB0000191;HMDB0004067;HMDB0000020;HMDB0000223;HMDB0001264;HMDB0000164;HMDB0001430;HMDB0000158;HMDB0000208;HMDB0000051;HMDB0001248;HMDB0000217;HMDB0001185;HMDB0001967;HMDB0002111;HMDB0059597	0.5293546863062457	0.003418803418803419	1.7568031266808752	0.14762234326379017	0.14762234326379017
Alkaptonuria	SMP0000169	Disease	HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0001377;HMDB0000130;HMDB0001967;HMDB0015531;HMDB0002052;HMDB0001268;HMDB0002111;HMDB0000060;HMDB0000134;HMDB0000464;HMDB0000547;HMDB0000306;HMDB0005175;HMDB0000217;HMDB0000020;HMDB0000221;HMDB0000073;HMDB0000657;HMDB0000044;HMDB0000216;HMDB0001264;HMDB0013636;HMDB0000181;HMDB0000027;HMDB0002281;HMDB0001229;HMDB0004067;HMDB0001430;HMDB0004058;HMDB0006779;HMDB0004068;HMDB0001253;HMDB0015532;HMDB0000819;HMDB0001185;HMDB0000939;HMDB0000068;HMDB0006242;HMDB0000051;HMDB0003125;HMDB0001248;HMDB0000164;HMDB0004063;HMDB0004061;HMDB0000902;HMDB0001866;HMDB0001487;HMDB0059597;HMDB0000291;HMDB0000318;HMDB0006915;HMDB0011639;HMDB0001398;HMDB0000957;HMDB0001490;HMDB0000022;HMDB0003791;HMDB0001336;HMDB0000692;HMDB0000118	67	27	HMDB0000044;HMDB0000208;HMDB0000902;HMDB0000223;HMDB0003125;HMDB0000020;HMDB0001487;HMDB0000158;HMDB0001491;HMDB0001248;HMDB0001430;HMDB0000164;HMDB0000148;HMDB0059597;HMDB0001967;HMDB0002111;HMDB0001185;HMDB0000191;HMDB0001377;HMDB0001253;HMDB0001264;HMDB0000134;HMDB0004067;HMDB0000051;HMDB0000939;HMDB0000217;HMDB0000221	0.5293546863062457	0.003418803418803419	1.7568031266808752	0.14762234326379017	0.14762234326379017
Tyrosinemia, Transient, of the Newborn	SMP0000494	Disease	HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0001377;HMDB0000130;HMDB0001967;HMDB0015531;HMDB0002052;HMDB0001268;HMDB0002111;HMDB0000060;HMDB0000134;HMDB0000464;HMDB0000547;HMDB0000306;HMDB0005175;HMDB0000217;HMDB0000020;HMDB0000221;HMDB0000073;HMDB0000657;HMDB0000044;HMDB0000216;HMDB0001264;HMDB0013636;HMDB0000181;HMDB0000027;HMDB0002281;HMDB0001229;HMDB0004067;HMDB0001430;HMDB0004058;HMDB0006779;HMDB0004068;HMDB0001253;HMDB0015532;HMDB0000819;HMDB0001185;HMDB0000939;HMDB0000068;HMDB0006242;HMDB0000051;HMDB0003125;HMDB0001248;HMDB0000164;HMDB0004063;HMDB0004061;HMDB0000902;HMDB0001866;HMDB0001487;HMDB0059597;HMDB0000291;HMDB0000318;HMDB0006915;HMDB0011639;HMDB0001398;HMDB0000957;HMDB0001490;HMDB0000022;HMDB0003791;HMDB0001336;HMDB0000692;HMDB0000118	67	27	HMDB0003125;HMDB0001377;HMDB0000148;HMDB0000939;HMDB0002111;HMDB0000158;HMDB0001185;HMDB0001253;HMDB0000208;HMDB0000221;HMDB0001491;HMDB0000902;HMDB0001487;HMDB0000044;HMDB0000051;HMDB0000020;HMDB0000223;HMDB0059597;HMDB0000134;HMDB0000217;HMDB0004067;HMDB0001430;HMDB0001248;HMDB0001264;HMDB0000164;HMDB0000191;HMDB0001967	0.5293546863062457	0.003418803418803419	1.7568031266808752	0.14762234326379017	0.14762234326379017
Hawkinsinuria	SMP0000190	Disease	HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0001377;HMDB0000130;HMDB0001967;HMDB0015531;HMDB0002052;HMDB0001268;HMDB0002111;HMDB0000060;HMDB0000134;HMDB0000464;HMDB0000547;HMDB0000306;HMDB0005175;HMDB0000217;HMDB0000020;HMDB0000221;HMDB0000073;HMDB0000657;HMDB0000044;HMDB0000216;HMDB0001264;HMDB0013636;HMDB0000181;HMDB0000027;HMDB0002281;HMDB0001229;HMDB0004067;HMDB0001430;HMDB0004058;HMDB0006779;HMDB0004068;HMDB0001253;HMDB0015532;HMDB0000819;HMDB0001185;HMDB0000939;HMDB0000068;HMDB0006242;HMDB0000051;HMDB0003125;HMDB0001248;HMDB0000164;HMDB0004063;HMDB0004061;HMDB0000902;HMDB0001866;HMDB0001487;HMDB0059597;HMDB0000291;HMDB0000318;HMDB0006915;HMDB0011639;HMDB0001398;HMDB0000957;HMDB0001490;HMDB0000022;HMDB0003791;HMDB0001336;HMDB0000692;HMDB0000118	67	27	HMDB0000044;HMDB0000148;HMDB0000191;HMDB0002111;HMDB0000051;HMDB0001248;HMDB0000164;HMDB0000902;HMDB0000020;HMDB0001491;HMDB0001264;HMDB0000217;HMDB0001487;HMDB0004067;HMDB0000223;HMDB0000134;HMDB0003125;HMDB0001253;HMDB0000939;HMDB0001430;HMDB0000208;HMDB0059597;HMDB0000221;HMDB0001185;HMDB0001967;HMDB0000158;HMDB0001377	0.5293546863062457	0.003418803418803419	1.7568031266808752	0.14762234326379017	0.14762234326379017
Dopamine beta-Hydroxylase Deficiency	SMP0000498	Disease	HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0001377;HMDB0000130;HMDB0001967;HMDB0015531;HMDB0002052;HMDB0001268;HMDB0002111;HMDB0000060;HMDB0000134;HMDB0000464;HMDB0000547;HMDB0000306;HMDB0005175;HMDB0000217;HMDB0000020;HMDB0000221;HMDB0000073;HMDB0000657;HMDB0000044;HMDB0000216;HMDB0001264;HMDB0013636;HMDB0000181;HMDB0000027;HMDB0002281;HMDB0001229;HMDB0004067;HMDB0001430;HMDB0004058;HMDB0006779;HMDB0004068;HMDB0001253;HMDB0015532;HMDB0000819;HMDB0001185;HMDB0000939;HMDB0000068;HMDB0006242;HMDB0000051;HMDB0003125;HMDB0001248;HMDB0000164;HMDB0004063;HMDB0004061;HMDB0000902;HMDB0001866;HMDB0001487;HMDB0059597;HMDB0000291;HMDB0000318;HMDB0006915;HMDB0011639;HMDB0001398;HMDB0000957;HMDB0001490;HMDB0000022;HMDB0003791;HMDB0001336;HMDB0000692;HMDB0000118	67	27	HMDB0000044;HMDB0000148;HMDB0000191;HMDB0002111;HMDB0000051;HMDB0001248;HMDB0000164;HMDB0000902;HMDB0000020;HMDB0001491;HMDB0001264;HMDB0000217;HMDB0001487;HMDB0004067;HMDB0000223;HMDB0000134;HMDB0003125;HMDB0001253;HMDB0000939;HMDB0001430;HMDB0000208;HMDB0059597;HMDB0000221;HMDB0001185;HMDB0001967;HMDB0000158;HMDB0001377	0.5293546863062457	0.003418803418803419	1.7568031266808752	0.14762234326379017	0.14762234326379017
Monoamine Oxidase-A Deficiency (MAO-A)	SMP0000533	Disease	HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0001377;HMDB0000130;HMDB0001967;HMDB0015531;HMDB0002052;HMDB0001268;HMDB0002111;HMDB0000060;HMDB0000134;HMDB0000464;HMDB0000547;HMDB0000306;HMDB0005175;HMDB0000217;HMDB0000020;HMDB0000221;HMDB0000073;HMDB0000657;HMDB0000044;HMDB0000216;HMDB0001264;HMDB0013636;HMDB0000181;HMDB0000027;HMDB0002281;HMDB0001229;HMDB0004067;HMDB0001430;HMDB0004058;HMDB0006779;HMDB0004068;HMDB0001253;HMDB0015532;HMDB0000819;HMDB0001185;HMDB0000939;HMDB0000068;HMDB0006242;HMDB0000051;HMDB0003125;HMDB0001248;HMDB0000164;HMDB0004063;HMDB0004061;HMDB0000902;HMDB0001866;HMDB0001487;HMDB0059597;HMDB0000291;HMDB0000318;HMDB0006915;HMDB0011639;HMDB0001398;HMDB0000957;HMDB0001490;HMDB0000022;HMDB0003791;HMDB0001336;HMDB0000692;HMDB0000118	67	27	HMDB0000221;HMDB0000044;HMDB0000148;HMDB0000134;HMDB0001253;HMDB0001377;HMDB0003125;HMDB0000939;HMDB0001487;HMDB0001491;HMDB0000902;HMDB0000191;HMDB0004067;HMDB0000020;HMDB0000223;HMDB0001264;HMDB0000164;HMDB0001430;HMDB0000158;HMDB0000208;HMDB0000051;HMDB0001248;HMDB0000217;HMDB0001185;HMDB0001967;HMDB0002111;HMDB0059597	0.5293546863062457	0.003418803418803419	1.7568031266808752	0.14762234326379017	0.14762234326379017
Tyrosinemia Type I	SMP0000218	Disease	HMDB0000158;HMDB0000208;HMDB0000707;HMDB0000148;HMDB0001491;HMDB0000191;HMDB0000223;HMDB0001377;HMDB0000130;HMDB0001967;HMDB0015531;HMDB0002052;HMDB0001268;HMDB0002111;HMDB0000060;HMDB0000134;HMDB0000464;HMDB0000547;HMDB0000306;HMDB0005175;HMDB0000217;HMDB0000020;HMDB0000221;HMDB0000073;HMDB0000657;HMDB0000044;HMDB0000216;HMDB0001264;HMDB0013636;HMDB0000181;HMDB0000027;HMDB0002281;HMDB0001229;HMDB0004067;HMDB0001430;HMDB0004058;HMDB0006779;HMDB0004068;HMDB0001253;HMDB0015532;HMDB0000819;HMDB0001185;HMDB0000939;HMDB0000068;HMDB0006242;HMDB0000051;HMDB0003125;HMDB0001248;HMDB0000164;HMDB0004063;HMDB0004061;HMDB0000902;HMDB0001866;HMDB0001487;HMDB0059597;HMDB0000291;HMDB0000318;HMDB0006915;HMDB0011639;HMDB0001398;HMDB0000957;HMDB0001490;HMDB0000022;HMDB0003791;HMDB0001336;HMDB0000692;HMDB0000118	67	27	HMDB0000044;HMDB0000148;HMDB0000191;HMDB0002111;HMDB0000051;HMDB0001248;HMDB0000164;HMDB0000902;HMDB0000020;HMDB0001491;HMDB0001264;HMDB0000217;HMDB0001487;HMDB0004067;HMDB0000223;HMDB0000134;HMDB0003125;HMDB0001253;HMDB0000939;HMDB0001430;HMDB0000208;HMDB0059597;HMDB0000221;HMDB0001185;HMDB0001967;HMDB0000158;HMDB0001377	0.5293546863062457	0.003418803418803419	1.7568031266808752	0.14762234326379017	0.14762234326379017
Porphyrin Metabolism	SMP0000024	Metabolic	HMDB0000123;HMDB0001022;HMDB0001149;HMDB0001967;HMDB0001491;HMDB0000245;HMDB0002111;HMDB0015532;HMDB0001137;HMDB0000051;HMDB0001086;HMDB0000916;HMDB0002211;HMDB0002158;HMDB0000643;HMDB0000936;HMDB0001261;HMDB0000570;HMDB0001377;HMDB0001362;HMDB0001097;HMDB0003125;HMDB0001248;HMDB0000241;HMDB0000692;HMDB0015531;HMDB0003178;HMDB0000961;HMDB0001162;HMDB0006901;HMDB0001008;HMDB0001361;HMDB0000902;HMDB0000054;HMDB0001487;HMDB0000935;HMDB0003325;HMDB0000295;HMDB0004158	39	14	HMDB0001248;HMDB0000051;HMDB0000902;HMDB0001491;HMDB0000295;HMDB0001097;HMDB0001487;HMDB0001967;HMDB0000123;HMDB0001377;HMDB0003125;HMDB0002111;HMDB0000936;HMDB0001162	0.5799951689927616	0.022018348623853212	1.6459012058736062	0.30429017324717533	0.30429017324717533
Acute Intermittent Porphyria	SMP0000344	Disease	HMDB0000123;HMDB0001022;HMDB0001149;HMDB0001967;HMDB0001491;HMDB0000245;HMDB0002111;HMDB0015532;HMDB0001137;HMDB0000051;HMDB0001086;HMDB0000916;HMDB0002211;HMDB0002158;HMDB0000643;HMDB0000936;HMDB0001261;HMDB0000570;HMDB0001377;HMDB0001362;HMDB0001097;HMDB0003125;HMDB0001248;HMDB0000241;HMDB0000692;HMDB0015531;HMDB0003178;HMDB0000961;HMDB0001162;HMDB0006901;HMDB0001008;HMDB0001361;HMDB0000902;HMDB0000054;HMDB0001487;HMDB0000935;HMDB0003325;HMDB0000295;HMDB0004158	39	14	HMDB0001248;HMDB0000051;HMDB0000902;HMDB0001491;HMDB0000295;HMDB0001097;HMDB0001487;HMDB0001967;HMDB0000123;HMDB0001377;HMDB0003125;HMDB0002111;HMDB0000936;HMDB0001162	0.5799951689927616	0.022018348623853212	1.6459012058736062	0.30429017324717533	0.30429017324717533
