"Term.Name"	"Group"	"TermClass"	"TermSize"	"N_Hit"	"Hit"	"ES"	"pvalue_nominal"	"NES"	"FDR"	"Supplement"	"main"
"Hepatocellular carcinoma_disease"	71	"disease"	18	3	"HMDB0000294;HMDB0000896;HMDB0004160"	0.715174989312837	0.216374269005848	1.23605287009596	0.639561277896935	""	TRUE
"Cirrhosis_disease"	71	"disease"	47	6	"HMDB0004160;HMDB0000896;HMDB0000191;HMDB0001842;HMDB0000294;HMDB0000064"	0.544403211042745	0.235621521335807	1.20813776023661	0.654339153933521	""	FALSE
"Schizophrenia_disease"	72	"disease"	123	21	"HMDB0000211;HMDB0000128;HMDB0000148;HMDB0000158;HMDB0000763;HMDB0000517;HMDB0000064;HMDB0000123;HMDB0000214;HMDB0001311;HMDB0000490;HMDB0000167;HMDB0000208;HMDB0000904;HMDB0000715;HMDB0000020;HMDB0000898;HMDB0000122;HMDB0000826;HMDB0002231;HMDB0000191"	0.398149919355196	0.185121107266436	1.24464726272535	0.646646114595514	""	TRUE
"Schizophrenia_HUBMet_Disease"	72	"HUBMet_Disease"	102	24	"HUBMet001710;HUBMet001034;HUBMet001637;HUBMet001095;HUBMet001689;HUBMet001629;HUBMet001698;HUBMet001432;HUBMet000281;HUBMet000033;HUBMet001765;HUBMet001700;HUBMet001709;HUBMet001691;HUBMet001707;HUBMet002437;HUBMet000097;HUBMet001701;HUBMet001259;HUBMet000016;HUBMet000008;HUBMet001708;HUBMet001702;HUBMet001699"	-0.173334815356963	0.971943887775551	-0.568341979899398	1	""	FALSE
"Fatty acid metabolism_humanGEM"	73	"humanGEM"	21	7	"HMDB0002111;HMDB0000902;HMDB0002231;HMDB0000221;HMDB0001487;HMDB0000217;HMDB0001377"	0.466520568344911	0.350719424460432	1.09313565250954	0.650159107894065	""	TRUE
"Neurotransmitter release cycle_reactome"	73	"reactome"	11	1	"HMDB0002111"	0.690316395014382	0.617886178861789	0.922648969364846	0.670078046165576	"Reactome_id:R-HSA-112310"	FALSE
"N-glycan metabolism_humanGEM"	74	"humanGEM"	14	6	"HMDB0002111;HMDB0000217;HMDB0000295;HMDB0000221;HMDB0000122;HMDB0000250"	0.426980592293191	0.50278293135436	0.947553882809655	0.652417650418014	""	TRUE
"Vitamin D metabolism_humanGEM"	75	"humanGEM"	19	7	"HMDB0003125;HMDB0001377;HMDB0001487;HMDB0000217;HMDB0002111;HMDB0000221;HMDB0000902"	0.419087254860587	0.451438848920863	0.981991472371177	0.653810418307782	""	TRUE
"Tryptophan metabolism_humanGEM"	75	"humanGEM"	26	14	"HMDB0001377;HMDB0002111;HMDB0000217;HMDB0000763;HMDB0000208;HMDB0001487;HMDB0000221;HMDB0000715;HMDB0000148;HMDB0004081;HMDB0001967;HMDB0000232;HMDB0000902;HMDB0003125"	0.219500421732677	0.941284403669725	0.622894858670947	0.933540204312522	""	FALSE
"Ascorbate and aldarate metabolism_humanGEM"	75	"humanGEM"	20	11	"HMDB0006355;HMDB0000902;HMDB0000044;HMDB0003125;HMDB0002111;HMDB0001264;HMDB0000217;HMDB0001487;HMDB0000221;HMDB0001451;HMDB0001967"	0.244910565810552	0.881720430107527	0.65781244205054	0.94198982728341	""	FALSE
"Anorexia nervosa_disease"	76	"disease"	14	1	"HMDB0001248"	0.911792905081496	0.189024390243902	1.21866551370273	0.658989168822272	""	TRUE
"Anorexia nervosa_HUBMet_Disease"	76	"HUBMet_Disease"	11	2	"HUBMet000228;HUBMet002282"	0.934131736526946	0.037344398340249	1.41976790921632	1	""	FALSE
"Linoleate metabolism_humanGEM"	77	"humanGEM"	16	7	"HMDB0000221;HMDB0002111;HMDB0001377;HMDB0004701;HMDB0000217;HMDB0000295;HMDB0000044"	0.394944589473664	0.52158273381295	0.92542117285645	0.667888666707063	""	TRUE
"Metabolism of Angiotensinogen to Angiotensins_reactome"	78	"reactome"	19	1	"HMDB0002111"	0.690316395014382	0.617886178861789	0.922648969364846	0.670078046165576	"Reactome_id:R-HSA-2022377"	TRUE
"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand_reactome"	79	"reactome"	11	1	"HMDB0002111"	0.690316395014382	0.617886178861789	0.922648969364846	0.670078046165576	"Reactome_id:R-HSA-3371497"	TRUE
"G alpha (s) signalling events_reactome"	80	"reactome"	10	1	"HMDB0002111"	0.690316395014382	0.617886178861789	0.922648969364846	0.670078046165576	"Reactome_id:R-HSA-418555"	TRUE
"Beta Oxidation of Very Long Chain Fatty Acids_smpdb_Metabolic"	81	"smpdb_Metabolic"	14	4	"HMDB0000538;HMDB0000201;HMDB0001341;HMDB0002356"	0.442388393273441	0.672514619883041	0.844709136308921	0.693254129220083	"SMPDB_ID:SMP0000052"	TRUE
"Carnitine-Acylcarnitine Translocase Deficiency_smpdb_Disease"	81	"smpdb_Disease"	14	4	"HMDB0002356;HMDB0000538;HMDB0000201;HMDB0001341"	0.442388393273441	0.672514619883041	0.844709136308921	0.693254129220083	"SMPDB_ID:SMP0000517"	FALSE
"Adrenoleukodystrophy, X-Linked_smpdb_Disease"	81	"smpdb_Disease"	14	4	"HMDB0001341;HMDB0000201;HMDB0002356;HMDB0000538"	0.442388393273441	0.672514619883041	0.844709136308921	0.693254129220083	"SMPDB_ID:SMP0000516"	FALSE
"Biosynthesis of unsaturated fatty acids_kegg_Lipid metabolism"	81	"kegg_Lipid metabolism"	17	4	"HMDB0000538;HMDB0000201;HMDB0002356;HMDB0001341"	0.442388393273441	0.672514619883041	0.844709136308921	0.724713567396844	"KEGG_ID:map01040"	FALSE
"Beta Oxidation of Very Long Chain Fatty Acids_HUBMet_Pathway"	81	"HUBMet_Pathway"	13	3	"HUBMet000079;HUBMet001841;HUBMet001692"	0.516356095423127	0.668085106382979	0.867363561868081	0.960881731904459	""	FALSE
"Oxidation of Branched Chain Fatty Acids_HUBMet_Pathway"	81	"HUBMet_Pathway"	15	4	"HUBMet000098;HUBMet000079;HUBMet001692;HUBMet001171"	0.557731727304807	0.46072186836518	1.03215658321535	1	""	FALSE
"Oxidation of Branched-Chain Fatty Acids_smpdb_Metabolic"	81	"smpdb_Metabolic"	26	11	"HMDB0001967;HMDB0000538;HMDB0003419;HMDB0000208;HMDB0000201;HMDB0000254;HMDB0000044;HMDB0001341;HMDB0001275;HMDB0000250;HMDB0001377"	-0.275863937195303	0.780542986425339	-0.763124815146088	1	"SMPDB_ID:SMP0000030"	FALSE
"Cytosolic sulfonation of small molecules_reactome"	82	"reactome"	28	3	"HMDB0006492;HMDB0002111;HMDB0006275"	0.50977712629317	0.664717348927875	0.881059166609524	0.701797543347767	"Reactome_id:R-HSA-156584"	TRUE
"Metastatic melanoma_disease"	83	"disease"	37	5	"HMDB0000045;HMDB0000299;HMDB0004989;HMDB0000896;HMDB0007099"	0.464566400132005	0.512333965844402	0.959543039380992	0.721769206636469	""	TRUE
"2-Ketoglutarate dehydrogenase complex deficiency_disease"	84	"disease"	10	3	"HMDB0000134;HMDB0000254;HMDB0000208"	0.549283265198095	0.578947368421053	0.949338506784384	0.723432904574608	""	TRUE
"Dihydrolipoamide Dehydrogenase Deficiency_disease"	84	"disease"	12	3	"HMDB0000317;HMDB0000162;HMDB0000208"	-0.425552353506243	0.73305954825462	-0.766909957282384	1	""	FALSE
"Gout_disease"	85	"disease"	15	6	"HMDB0003345;HMDB0000191;HMDB0000123;HMDB0000254;HMDB0000122;HMDB0000904"	0.474128995983209	0.402597402597403	1.05218546042964	0.733290583196453	""	TRUE
"Rheumatoid arthritis_disease"	85	"disease"	32	8	"HMDB0000122;HMDB0001491;HMDB0000167;HMDB0002802;HMDB0000904;HMDB0000162;HMDB0003345;HMDB0000134"	0.322171103538619	0.74484052532833	0.778982074408813	0.811258577013103	""	FALSE
"Ovarian cancer_disease"	86	"disease"	12	2	"HMDB0002802;HMDB0004949"	0.718809980806139	0.344621513944223	1.11288529838342	0.734206442011268	""	TRUE
"Chloramphenicol Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	6	"HMDB0000167;HMDB0000250;HMDB0014589;HMDB0000538;HMDB0000162;HMDB0000045"	0.367719708207167	0.695732838589981	0.816042329760221	0.734692137272189	"SMPDB_ID:SMP0000729"	TRUE
"Epilepsy_disease"	87	"disease"	31	9	"HMDB0001341;HMDB0000191;HMDB0000020;HMDB0000158;HMDB0000538;HMDB0000148;HMDB0000763;HMDB0000904;HMDB0000167"	0.394933025234089	0.50187265917603	0.976534015642877	0.778976648595018	""	FALSE
"Arbekacin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000045;HMDB0000538;HMDB0000162;HMDB0000167;HMDB0000250"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000713"	FALSE
"Paromomycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000045;HMDB0000167;HMDB0000250;HMDB0000538;HMDB0000162"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000714"	FALSE
"Josamycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000162;HMDB0000538;HMDB0000045;HMDB0000167;HMDB0000250"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000731"	FALSE
"Rolitetracycline Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000162;HMDB0000250;HMDB0000045;HMDB0000538;HMDB0000167"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000726"	FALSE
"Methacycline Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000045;HMDB0000538;HMDB0000162;HMDB0000167;HMDB0000250"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000727"	FALSE
"Troleandomycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000167;HMDB0000045;HMDB0000162;HMDB0000538;HMDB0000250"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000730"	FALSE
"Tobramycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000162;HMDB0000167;HMDB0000538;HMDB0000250;HMDB0000045"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000711"	FALSE
"Tigecycline Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000162;HMDB0000250;HMDB0000045;HMDB0000538;HMDB0000167"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000712"	FALSE
"Lincomycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000045;HMDB0000167;HMDB0000250;HMDB0000538;HMDB0000162"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000728"	FALSE
"Erythromycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000045;HMDB0000538;HMDB0000162;HMDB0000167;HMDB0000250"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000250"	FALSE
"Tetracycline Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000162;HMDB0000538;HMDB0000045;HMDB0000167;HMDB0000250"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000294"	FALSE
"Streptomycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000045;HMDB0000167;HMDB0000250;HMDB0000538;HMDB0000162"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000259"	FALSE
"Demeclocycline Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000162;HMDB0000250;HMDB0000538;HMDB0000167;HMDB0000045"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000290"	FALSE
"Minocycline Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000162;HMDB0000167;HMDB0000538;HMDB0000250;HMDB0000045"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000292"	FALSE
"Oxytetracycline Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000162;HMDB0000167;HMDB0000538;HMDB0000250;HMDB0000045"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000293"	FALSE
"Neomycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000167;HMDB0000045;HMDB0000162;HMDB0000538;HMDB0000250"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000256"	FALSE
"Kanamycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000167;HMDB0000250;HMDB0000538;HMDB0000162;HMDB0000045"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000255"	FALSE
"Gentamicin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000167;HMDB0000250;HMDB0000538;HMDB0000162;HMDB0000045"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000254"	FALSE
"Amikacin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000162;HMDB0000250;HMDB0000045;HMDB0000538;HMDB0000167"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000253"	FALSE
"Spectinomycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000045;HMDB0000167;HMDB0000250;HMDB0000538;HMDB0000162"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000258"	FALSE
"Telithromycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000162;HMDB0000250;HMDB0000045;HMDB0000538;HMDB0000167"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000252"	FALSE
"Clindamycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000250;HMDB0000045;HMDB0000538;HMDB0000167;HMDB0000162"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000249"	FALSE
"Clarithromycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000250;HMDB0000045;HMDB0000538;HMDB0000167;HMDB0000162"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000248"	FALSE
"Azithromycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000045;HMDB0000162;HMDB0000538;HMDB0000167;HMDB0000250"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000247"	FALSE
"Lymecycline Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000162;HMDB0000538;HMDB0000045;HMDB0000167;HMDB0000250"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000295"	FALSE
"Clomocycline Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000162;HMDB0000250;HMDB0000538;HMDB0000167;HMDB0000045"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000262"	FALSE
"Roxithromycin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000045;HMDB0000538;HMDB0000162;HMDB0000167;HMDB0000250"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000251"	FALSE
"Netilmicin Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	5	"HMDB0000167;HMDB0000045;HMDB0000162;HMDB0000538;HMDB0000250"	-0.504085545247446	0.399577167019027	-1.06789129111412	0.799024407635978	"SMPDB_ID:SMP0000257"	FALSE
"Aminoacyl-tRNA biosynthesis_humanGEM"	87	"humanGEM"	24	11	"HMDB0000123;HMDB0000250;HMDB0000045;HMDB0000167;HMDB0000148;HMDB0000574;HMDB0000158;HMDB0000191;HMDB0000538;HMDB0000162;HMDB0000517"	-0.24025993650386	0.880090497737557	-0.664633157547207	0.884456870164614	""	FALSE
"Heart failure_disease"	87	"disease"	13	3	"HMDB0000167;HMDB0000517;HMDB0000148"	-0.537946808606825	0.501026694045175	-0.96946183145196	0.98601215298463	""	FALSE
"Antibiotics Action_HUBMet_Drug"	87	"HUBMet_Drug"	24	8	"HUBMet001701;HUBMet001710;HUBMet002575;HUBMet001698;HUBMet001699;HUBMet001336;HUBMet001704;HUBMet001707"	0.427271704457676	0.42175572519084	1.02995073489926	1	""	FALSE
"Doxycycline Action Pathway_smpdb_Drug Action"	87	"smpdb_Drug Action"	20	6	"HMDB0000162;HMDB0000250;HMDB0014399;HMDB0000538;HMDB0000167;HMDB0000045"	-0.539627091277068	0.249457700650759	-1.20815153022714	1	"SMPDB_ID:SMP0000291"	FALSE
"Multiple sclerosis_disease"	88	"disease"	43	7	"HMDB0001333;HMDB0002503;HMDB0003642;HMDB0001989;HMDB0001035;HMDB0000574;HMDB0000599"	0.410686498293408	0.47841726618705	0.962307095872588	0.734960667587966	""	TRUE
"Parkinson's disease_disease"	88	"disease"	49	11	"HMDB0002017;HMDB0001989;HMDB0000333;HMDB0000939;HMDB0003642;HMDB0000599;HMDB0003892;HMDB0002503;HMDB0001333;HMDB0001893;HMDB0005199"	0.395394828447592	0.378136200716846	1.0620025184069	0.758701333929612	""	FALSE
"Alzheimer's disease_disease"	88	"disease"	127	27	"HMDB0000214;HMDB0000148;HMDB0000725;HMDB0000191;HMDB0000162;HMDB0000167;HMDB0003933;HMDB0002503;HMDB0001989;HMDB0000123;HMDB0000064;HMDB0000099;HMDB0000904;HMDB0000898;HMDB0012935;HMDB0000134;HMDB0000939;HMDB0003642;HMDB0000045;HMDB0000211;HMDB0001333;HMDB0003869;HMDB0000122;HMDB0000158;HMDB0000517;HMDB0000254;HMDB0000574"	0.290690436144287	0.497435897435897	0.964732872543354	0.767396060044871	""	FALSE
"Perillyl alcohol administration for cancer treatment_disease"	89	"disease"	99	19	"HMDB0000191;HMDB0001369;HMDB0005805;HMDB0000020;HMDB0000214;HMDB0000148;HMDB0000162;HMDB0000738;HMDB0000904;HMDB0000123;HMDB0000167;HMDB0006101;HMDB0000763;HMDB0000294;HMDB0000158;HMDB0000650;HMDB0002939;HMDB0013806;HMDB0013744"	0.339363398974611	0.414035087719298	1.03855726177098	0.73927992452429	""	TRUE
"Pancreatic cancer_disease"	89	"disease"	47	12	"HMDB0000214;HMDB0000123;HMDB0000064;HMDB0000158;HMDB0000191;HMDB0000650;HMDB0001369;HMDB0000167;HMDB0000162;HMDB0000148;HMDB0000904;HMDB0000754"	-0.352820204146845	0.473214285714286	-0.99620634037952	1	""	FALSE
"Periodontal disease_disease"	89	"disease"	35	10	"HMDB0000214;HMDB0000650;HMDB0000191;HMDB0000158;HMDB0000162;HMDB0000148;HMDB0000123;HMDB0000904;HMDB0000167;HMDB0001369"	-0.299250334478432	0.734831460674157	-0.803905478126119	1	""	FALSE
"Dimethylglycine Dehydrogenase Deficiency_disease"	90	"disease"	10	1	"HMDB0000294"	0.659635666347076	0.676829268292683	0.881642348504186	0.740729421352893	""	TRUE
"Ribose-5-phosphate isomerase deficiency_disease"	91	"disease"	12	2	"HMDB0004136;HMDB0000211"	0.684261036468329	0.426294820717131	1.05939548430892	0.742805003366288	""	TRUE
"Pentose Metabolism_HUBMet_Pathway"	91	"HUBMet_Pathway"	12	2	"HUBMet002284;HUBMet000266"	0.811128843645404	0.221991701244813	1.23281830326109	1	""	FALSE
"DOPA-Responsive Dystonia_smpdb_Disease"	92	"smpdb_Disease"	21	5	"HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487;HMDB0000221"	0.382296831032186	0.74573055028463	0.789618584318865	0.749129254324437	"SMPDB_ID:SMP0000486"	TRUE
"Sepiapterin Reductase Deficiency_smpdb_Disease"	92	"smpdb_Disease"	21	5	"HMDB0000217;HMDB0000221;HMDB0001487;HMDB0000902;HMDB0002111"	0.382296831032186	0.74573055028463	0.789618584318865	0.749129254324437	"SMPDB_ID:SMP0000491"	FALSE
"Hyperphenylalaninemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency_smpdb_Disease"	92	"smpdb_Disease"	21	5	"HMDB0000221;HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487"	0.382296831032186	0.74573055028463	0.789618584318865	0.749129254324437	"SMPDB_ID:SMP0000487"	FALSE
"Pterine Biosynthesis_smpdb_Metabolic"	92	"smpdb_Metabolic"	21	5	"HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487;HMDB0000221"	0.382296831032186	0.74573055028463	0.789618584318865	0.749129254324437	"SMPDB_ID:SMP0000005"	FALSE
"Segawa Syndrome_smpdb_Disease"	92	"smpdb_Disease"	21	5	"HMDB0000221;HMDB0002111;HMDB0000902;HMDB0001487;HMDB0000217"	0.382296831032186	0.74573055028463	0.789618584318865	0.749129254324437	"SMPDB_ID:SMP0000490"	FALSE
"Hyperphenylalaninemia Due to 6-Pyruvoyltetrahydropterin Synthase Deficiency (ptps)_smpdb_Disease"	92	"smpdb_Disease"	21	5	"HMDB0002111;HMDB0000221;HMDB0001487;HMDB0000217;HMDB0000902"	0.382296831032186	0.74573055028463	0.789618584318865	0.749129254324437	"SMPDB_ID:SMP0000488"	FALSE
"Hyperphenylalaninemia Due to DHPR-Deficiency_smpdb_Disease"	92	"smpdb_Disease"	21	5	"HMDB0000221;HMDB0001487;HMDB0000902;HMDB0002111;HMDB0000217"	0.382296831032186	0.74573055028463	0.789618584318865	0.749129254324437	"SMPDB_ID:SMP0000489"	FALSE
"Folate biosynthesis_kegg_Cofactors and vitamins metabolism"	92	"kegg_Cofactors and vitamins metabolism"	28	5	"HMDB0000221;HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487"	0.382296831032186	0.74573055028463	0.789618584318865	0.778768282891751	"KEGG_ID:map00790"	FALSE
"Biopterin metabolism_humanGEM"	92	"humanGEM"	12	4	"HMDB0002111;HMDB0000217;HMDB0001377;HMDB0000221"	0.41012765235481	0.742690058479532	0.78310954867865	0.835607831063203	""	FALSE
"Supragingival Plaque_disease"	93	"disease"	15	2	"HMDB0001429;HMDB0000294"	0.576775431861802	0.675298804780876	0.892982729410466	0.754810247687892	""	TRUE
"Supragingival Plaque_HUBMet_Disease"	93	"HUBMet_Disease"	15	8	"HUBMet001304;HUBMet000138;HUBMet001666;HUBMet000063;HUBMet001260;HUBMet000096;HUBMet001684;HUBMet001815"	0.549545881310456	0.17175572519084	1.3246961556581	1	""	FALSE
"Secondary Bile Acid Metabolism_HUBMet_Pathway"	94	"HUBMet_Pathway"	35	3	"HUBMet000448;HUBMet001464;HUBMet001174"	-0.814084737363024	0.0679245283018868	-1.40925911991394	0.760209983094581	""	TRUE
"Primary hypomagnesemia_disease"	95	"disease"	12	2	"HMDB0000122;HMDB0000294"	0.629705298791064	0.561752988047809	0.974930493525963	0.762347762879282	""	TRUE
"Stomach cancer_disease"	96	"disease"	10	1	"HMDB0000148"	0.685522531160116	0.623983739837398	0.916241684855368	0.763036432542812	""	TRUE
"Fumarase deficiency_disease"	97	"disease"	26	9	"HMDB0000134;HMDB0000214;HMDB0000051;HMDB0000254;HMDB0000020;HMDB0000167;HMDB0000158;HMDB0000208;HMDB0000904"	0.432525982184685	0.393258426966292	1.06948851391279	0.763997934668712	""	TRUE
"Leukemia_disease"	97	"disease"	35	7	"HMDB0000517;HMDB0002284;HMDB0000214;HMDB0000148;HMDB0000158;HMDB0000123;HMDB0000167"	0.337801280473534	0.726618705035971	0.791524850574194	0.809072213000139	""	FALSE
"Sepsis_disease"	98	"disease"	13	2	"HMDB0000148;HMDB0000332"	0.577735124760074	0.675298804780876	0.894468557579201	0.76916716865691	""	TRUE
"Nicotinamide salvaging_reactome"	99	"reactome"	23	9	"HMDB0015403;HMDB0005014;HMDB0001406;HMDB0015565;HMDB0003125;HMDB0001377;HMDB0000221;HMDB0059597;HMDB0002111"	0.33010860009233	0.689138576779026	0.816245429602495	0.769261574709318	"Reactome_id:R-HSA-197264"	TRUE
"Beta-oxidation of pristanoyl-CoA_reactome"	99	"reactome"	10	5	"HMDB0001275;HMDB0003125;HMDB0002111;HMDB0001377;HMDB0059597"	-0.359545190842556	0.758985200845666	-0.76168654642587	0.962251865794139	"Reactome_id:R-HSA-389887"	FALSE
"Glycolysis_reactome"	100	"reactome"	11	4	"HMDB0059597;HMDB0001047;HMDB0002111;HMDB0003345"	0.429163026913087	0.699805068226121	0.819456240967433	0.774394438837036	"Reactome_id:R-HSA-70171"	TRUE
"Diabetes mellitus type 2_disease"	101	"disease"	47	8	"HMDB0010325;HMDB0004327;HMDB0001185;HMDB0000599;HMDB0000660;HMDB0001311;HMDB0002658;HMDB0000122"	0.347371823493484	0.662288930581614	0.839915252125301	0.786370549070059	""	TRUE
"Diabetes mellitus type 2_HUBMet_Disease"	101	"HUBMet_Disease"	20	5	"HUBMet003529;HUBMet000070;HUBMet001267;HUBMet001333;HUBMet001692"	-0.335488021716751	0.856565656565657	-0.678705896228804	1	""	FALSE
"Hemodialysis_disease"	102	"disease"	19	3	"HMDB0000162;HMDB0001429;HMDB0000725"	0.566762728146014	0.538011695906433	0.979548652087802	0.792212486142538	""	TRUE
"Hemodialysis_HUBMet_Disease"	102	"HUBMet_Disease"	14	7	"HUBMet001704;HUBMet001296;HUBMet001662;HUBMet001850;HUBMet000159;HUBMet001637;HUBMet002829"	-0.28187250548534	0.899791231732777	-0.635438724124224	1	""	FALSE
"Pregnancy_disease"	103	"disease"	771	76	"HMDB0008348;HMDB0008014;HMDB0008604;HMDB0013466;HMDB0008059;HMDB0008006;HMDB0008328;HMDB0008763;HMDB0008115;HMDB0008273;HMDB0008178;HMDB0008212;HMDB0008227;HMDB0000254;HMDB0008495;HMDB0008047;HMDB0000123;HMDB0000064;HMDB0008124;HMDB0000167;HMDB0008128;HMDB0013459;HMDB0007923;HMDB0000754;HMDB0008362;HMDB0007986;HMDB0000122;HMDB0011263;HMDB0007919;HMDB0008031;HMDB0013452;HMDB0008287;HMDB0000517;HMDB0008456;HMDB0011276;HMDB0000675;HMDB0008554;HMDB0008481;HMDB0008408;HMDB0008464;HMDB0008022;HMDB0000214;HMDB0007887;HMDB0007869;HMDB0011331;HMDB0008046;HMDB0008121;HMDB0008719;HMDB0011314;HMDB0008594;HMDB0000158;HMDB0000162;HMDB0008605;HMDB0008251;HMDB0011279;HMDB0008513;HMDB0008433;HMDB0008505;HMDB0007989;HMDB0008140;HMDB0011317;HMDB0008438;HMDB0008542;HMDB0008357;HMDB0008144;HMDB0008018;HMDB0008627;HMDB0011270;HMDB0011261;HMDB0008663;HMDB0008523;HMDB0008203;HMDB0013431;HMDB0013439;HMDB0008526;HMDB0013418"	0.198733129747803	0.797213622291022	0.820535227245893	0.798941213989582	""	TRUE
