SMPDB.Name	SMPDB.ID	Pathway.Class	TermSize	N_Hit	Hit	ES	pvalue_nominal	NES	FDR
Ketone Body Metabolism	SMP0000071	Metabolic	13	5	HMDB0001487;HMDB0001967;HMDB0000254;HMDB0000902;HMDB0002111	0.5861707065384449	0.222011385199241	1.2107117974700334	0.44091245467891066
Kidney Function - Distal Convoluted Tubule	SMP0121012	Physiological	11	5	HMDB0002111;HMDB0001980;HMDB0001035;HMDB0059597;HMDB0000294	0.5849157120116627	0.22770398481973433	1.2081196572242192	0.4437532017769573
Krabbe Disease	SMP0000526	Disease	39	12	HMDB0002111;HMDB0000122;HMDB0001491;HMDB0001341;HMDB0010709;HMDB0000538;HMDB0000221;HMDB0001429;HMDB0000217;HMDB0001967;HMDB0000295;HMDB0001348	0.4370861762500672	0.23731884057971014	1.2014287868609594	0.444002026917142
Gaucher Disease	SMP0000349	Disease	39	12	HMDB0000217;HMDB0001348;HMDB0000221;HMDB0001341;HMDB0000122;HMDB0001491;HMDB0000295;HMDB0010709;HMDB0001967;HMDB0000538;HMDB0001429;HMDB0002111	0.4370861762500672	0.23731884057971014	1.2014287868609594	0.444002026917142
Sphingolipid Metabolism	SMP0000034	Metabolic	39	12	HMDB0000295;HMDB0010709;HMDB0001341;HMDB0001348;HMDB0000221;HMDB0001967;HMDB0001491;HMDB0000217;HMDB0000538;HMDB0001429;HMDB0000122;HMDB0002111	0.4370861762500672	0.23731884057971014	1.2014287868609594	0.444002026917142
Metachromatic Leukodystrophy (MLD)	SMP0000347	Disease	39	12	HMDB0000221;HMDB0001341;HMDB0001491;HMDB0000217;HMDB0001967;HMDB0000295;HMDB0001348;HMDB0000122;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0010709	0.4370861762500672	0.23731884057971014	1.2014287868609594	0.444002026917142
Fabry Disease	SMP0000525	Disease	39	12	HMDB0000122;HMDB0000295;HMDB0001348;HMDB0010709;HMDB0001491;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0000217;HMDB0000221;HMDB0001429;HMDB0001967	0.4370861762500672	0.23731884057971014	1.2014287868609594	0.444002026917142
Globoid Cell Leukodystrophy	SMP0000348	Disease	39	12	HMDB0000221;HMDB0001341;HMDB0001491;HMDB0000217;HMDB0001967;HMDB0000295;HMDB0001348;HMDB0000122;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0010709	0.4370861762500672	0.23731884057971014	1.2014287868609594	0.444002026917142
2-Amino-3-Carboxymuconate Semialdehyde Degradation	SMP0121131	Metabolic	15	7	HMDB0001248;HMDB0001330;HMDB0000902;HMDB0002111;HMDB0001487;HMDB0059597;HMDB0001967	0.6451301832208235	0.06294964028776978	1.5116478278559142	0.44466284714144033
Nicotine Action Pathway	SMP0000431	Drug Action	34	14	HMDB0000221;HMDB0003125;HMDB0001487;HMDB0059597;HMDB0001429;HMDB0000295;HMDB0000902;HMDB0001377;HMDB0001046;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0000217;HMDB0001248	0.4219152423412027	0.23853211009174313	1.1973044660903147	0.44813872858610104
Nicotinate and Nicotinamide Metabolism	SMP0000048	Metabolic	35	21	HMDB0002111;HMDB0001341;HMDB0000217;HMDB0001377;HMDB0001406;HMDB0000232;HMDB0000148;HMDB0001185;HMDB0000221;HMDB0012285;HMDB0059597;HMDB0003125;HMDB0001487;HMDB0001967;HMDB0000045;HMDB0000250;HMDB0001248;HMDB0000538;HMDB0001429;HMDB0000902;HMDB0000939	0.38326145421478	0.22145328719723184	1.1981047758821688	0.44830870784939225
Pyrimidine Metabolism	SMP0000046	Metabolic	57	14	HMDB0000295;HMDB0001429;HMDB0000273;HMDB0001341;HMDB0000250;HMDB0001248;HMDB0002111;HMDB0000538;HMDB0000221;HMDB0000051;HMDB0003364;HMDB0001096;HMDB0000217;HMDB0001967	0.5220322254567035	0.060550458715596334	1.4814148726035226	0.44832788587576394
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)	SMP0000202	Disease	57	14	HMDB0001429;HMDB0000295;HMDB0000250;HMDB0000051;HMDB0000217;HMDB0001096;HMDB0000538;HMDB0001248;HMDB0002111;HMDB0001341;HMDB0003364;HMDB0000273;HMDB0000221;HMDB0001967	0.5220322254567035	0.060550458715596334	1.4814148726035226	0.44832788587576394
Dihydropyrimidinase Deficiency	SMP0000178	Disease	57	14	HMDB0001429;HMDB0000295;HMDB0000250;HMDB0000051;HMDB0000217;HMDB0001096;HMDB0000538;HMDB0001248;HMDB0002111;HMDB0001341;HMDB0003364;HMDB0000273;HMDB0000221;HMDB0001967	0.5220322254567035	0.060550458715596334	1.4814148726035226	0.44832788587576394
UMP Synthase Deficiency (Orotic Aciduria)	SMP0000219	Disease	57	14	HMDB0001341;HMDB0000273;HMDB0000295;HMDB0003364;HMDB0000221;HMDB0001096;HMDB0001248;HMDB0000250;HMDB0002111;HMDB0000217;HMDB0000051;HMDB0000538;HMDB0001429;HMDB0001967	0.5220322254567035	0.060550458715596334	1.4814148726035226	0.44832788587576394
beta-Ureidopropionase Deficiency	SMP0000172	Disease	57	14	HMDB0001341;HMDB0000273;HMDB0000295;HMDB0003364;HMDB0000221;HMDB0001096;HMDB0001248;HMDB0000250;HMDB0002111;HMDB0000217;HMDB0000051;HMDB0000538;HMDB0001429;HMDB0001967	0.5220322254567035	0.060550458715596334	1.4814148726035226	0.44832788587576394
Transfer of Acetyl Groups into Mitochondria	SMP0000466	Metabolic	22	13	HMDB0000221;HMDB0000223;HMDB0001487;HMDB0001967;HMDB0059597;HMDB0001429;HMDB0000902;HMDB0000538;HMDB0001333;HMDB0000122;HMDB0002111;HMDB0001341;HMDB0000217	0.42706471277810387	0.24314442413162707	1.195945107622224	0.44911883117988527
Succinate Signalling During Inflammation	SMP0084634	Protein	12	2	HMDB0001248;HMDB0000254	0.7930966421730361	0.21912350597609562	1.2278983553925829	0.44946444457793117
Phospholipid Biosynthesis	SMP0000025	Metabolic	29	4	HMDB0001333;HMDB0001248;HMDB0001487;HMDB0000902	0.6432692307692318	0.2124756335282651	1.2282767916140176	0.450379521777703
Venlafaxine Metabolism Pathway	SMP0000636	Drug Metabolism	13	4	HMDB0002111;HMDB0000902;HMDB0001377;HMDB0001487	0.6432692307692319	0.2124756335282651	1.2282767916140178	0.4523812085411595
Vitamin K Metabolism	SMP0000464	Metabolic	12	7	HMDB0001967;HMDB0002111;HMDB0001248;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0001377	0.6451301832208237	0.06294964028776978	1.5116478278559147	0.45305271218184484
3-beta-Hydroxysteroid Dehydrogenase Deficiency	SMP0000718	Disease	43	10	HMDB0004026;HMDB0000221;HMDB0002111;HMDB0002802;HMDB0000902;HMDB0001487;HMDB0004031;HMDB0059597;HMDB0000217;HMDB0001377	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364
Apparent Mineralocorticoid Excess Syndrome	SMP0000717	Disease	43	10	HMDB0000221;HMDB0001487;HMDB0059597;HMDB0000902;HMDB0004026;HMDB0004031;HMDB0001377;HMDB0002802;HMDB0002111;HMDB0000217	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364
Steroidogenesis	SMP0000130	Metabolic	43	10	HMDB0001377;HMDB0000221;HMDB0001487;HMDB0000217;HMDB0000902;HMDB0004031;HMDB0004026;HMDB0002111;HMDB0059597;HMDB0002802	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364
21-Hydroxylase Deficiency (CYP21)	SMP0000576	Disease	43	10	HMDB0002111;HMDB0004026;HMDB0004031;HMDB0000902;HMDB0002802;HMDB0000221;HMDB0059597;HMDB0001487;HMDB0000217;HMDB0001377	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364
Corticosterone Methyl Oxidase I Deficiency (CMO I)	SMP0000577	Disease	43	10	HMDB0000221;HMDB0001487;HMDB0059597;HMDB0000902;HMDB0004026;HMDB0004031;HMDB0001377;HMDB0002802;HMDB0002111;HMDB0000217	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364
Corticosterone Methyl Oxidase II Deficiency (CMO II)	SMP0000578	Disease	43	10	HMDB0004026;HMDB0000221;HMDB0002111;HMDB0002802;HMDB0000902;HMDB0001487;HMDB0004031;HMDB0059597;HMDB0000217;HMDB0001377	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364
Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency	SMP0000372	Disease	43	10	HMDB0001487;HMDB0004026;HMDB0000902;HMDB0001377;HMDB0004031;HMDB0000221;HMDB0002802;HMDB0059597;HMDB0000217;HMDB0002111	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364
11-beta-Hydroxylase Deficiency (CYP11B1)	SMP0000575	Disease	43	10	HMDB0000221;HMDB0059597;HMDB0001377;HMDB0000902;HMDB0004026;HMDB0002111;HMDB0000217;HMDB0004031;HMDB0001487;HMDB0002802	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364
Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH	SMP0000371	Disease	43	10	HMDB0002802;HMDB0000902;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0000221;HMDB0004031;HMDB0004026;HMDB0001487;HMDB0000217	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364
Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia Due to 21-Hydroxylase Deficiency	SMP0000373	Disease	43	10	HMDB0002802;HMDB0000902;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0000221;HMDB0004031;HMDB0004026;HMDB0001487;HMDB0000217	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364
17-alpha-Hydroxylase Deficiency (CYP17)	SMP0000566	Disease	43	10	HMDB0004026;HMDB0000221;HMDB0002111;HMDB0002802;HMDB0000902;HMDB0001487;HMDB0004031;HMDB0059597;HMDB0000217;HMDB0001377	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364
Ubiquinone Biosynthesis	SMP0000065	Metabolic	19	9	HMDB0000221;HMDB0059597;HMDB0001185;HMDB0012188;HMDB0001377;HMDB0000939;HMDB0000250;HMDB0002111;HMDB0000217	0.4967885636744332	0.21348314606741572	1.228387853162948	0.45440076750786107
Cardiolipin Biosynthesis (Barth Syndrome)	SMP0074684	Disease	11	6	HMDB0000902;HMDB0002111;HMDB0000250;HMDB0001487;HMDB0059597;HMDB0001429	0.551086062562479	0.22634508348794063	1.2229683216720968	0.45620474078135775
Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency)	SMP0000334	Disease	46	17	HMDB0001248;HMDB0000902;HMDB0000990;HMDB0001311;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0001333;HMDB0000045;HMDB0000217;HMDB0001487;HMDB0000250;HMDB0059597;HMDB0000221;HMDB0001429;HMDB0001967;HMDB0000223	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.45739664409086683
Primary Hyperoxaluria II, PH2	SMP0000558	Disease	46	17	HMDB0001248;HMDB0000223;HMDB0001341;HMDB0059597;HMDB0000045;HMDB0000902;HMDB0000221;HMDB0001967;HMDB0000217;HMDB0001333;HMDB0000538;HMDB0001487;HMDB0001311;HMDB0000990;HMDB0001429;HMDB0002111;HMDB0000250	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.45739664409086683
Pyruvate Kinase Deficiency	SMP0000559	Disease	46	17	HMDB0002111;HMDB0000045;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0001248;HMDB0001341;HMDB0001333;HMDB0000221;HMDB0001429;HMDB0001311;HMDB0000223;HMDB0000990;HMDB0001967;HMDB0000250;HMDB0000902;HMDB0059597	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.45739664409086683
Leigh Syndrome	SMP0000196	Disease	46	17	HMDB0001248;HMDB0000902;HMDB0000990;HMDB0001311;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0001333;HMDB0000045;HMDB0000217;HMDB0001487;HMDB0000250;HMDB0059597;HMDB0000221;HMDB0001429;HMDB0001967;HMDB0000223	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.45739664409086683
Pyruvate Dehydrogenase Complex Deficiency	SMP0000212	Disease	46	17	HMDB0000223;HMDB0001311;HMDB0000221;HMDB0000250;HMDB0000045;HMDB0001487;HMDB0001341;HMDB0001248;HMDB0000217;HMDB0000538;HMDB0000902;HMDB0001967;HMDB0001429;HMDB0000990;HMDB0002111;HMDB0059597;HMDB0001333	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.45739664409086683
Pyruvate Metabolism	SMP0000060	Metabolic	46	17	HMDB0002111;HMDB0000045;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0001248;HMDB0001341;HMDB0001333;HMDB0000221;HMDB0001429;HMDB0001311;HMDB0000223;HMDB0000990;HMDB0001967;HMDB0000250;HMDB0000902;HMDB0059597	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.45739664409086683
Celecoxib Metabolism Pathway	SMP0000644	Drug Metabolism	13	7	HMDB0000295;HMDB0005014;HMDB0002111;HMDB0001377;HMDB0000217;HMDB0059597;HMDB0000221	0.5081197201475373	0.28597122302158273	1.1906094168730983	0.4585327461154242
Tamoxifen Action Pathway	SMP0000471	Drug Action	27	8	HMDB0000221;HMDB0059597;HMDB0000295;HMDB0001377;HMDB0014813;HMDB0002111;HMDB0000217;HMDB0001248	0.6073819236793845	0.06941838649155722	1.4685973560923837	0.4591702637926246
Tamoxifen Metabolism Pathway	SMP0000606	Drug Metabolism	27	8	HMDB0001248;HMDB0014813;HMDB0001377;HMDB0059597;HMDB0000295;HMDB0002111;HMDB0000221;HMDB0000217	0.6073819236793845	0.06941838649155722	1.4685973560923837	0.4591702637926246
Imipramine Metabolism Pathway	SMP0000625	Drug Metabolism	13	8	HMDB0001377;HMDB0002111;HMDB0001487;HMDB0000217;HMDB0000221;HMDB0015282;HMDB0000902;HMDB0059597	0.4904538100260462	0.27204502814258913	1.1858752139451185	0.4643857672814315
Ion Channels and Their Functional Role in Vascular Endothelium	SMP0063778	Protein	12	3	HMDB0001248;HMDB0000538;HMDB0000250	0.6864285242600279	0.2729044834307992	1.1863697139948535	0.46563135940854966
Nucleotide Sugars Metabolism	SMP0000010	Metabolic	20	9	HMDB0001341;HMDB0001487;HMDB0003345;HMDB0000902;HMDB0000250;HMDB0002111;HMDB0000538;HMDB0000302;HMDB0001967	0.4780631122489405	0.25842696629213485	1.1820862295789916	0.46607293017729057
Galactosemia III	SMP0000496	Disease	20	9	HMDB0001341;HMDB0000302;HMDB0000902;HMDB0001967;HMDB0000538;HMDB0001487;HMDB0003345;HMDB0002111;HMDB0000250	0.4780631122489405	0.25842696629213485	1.1820862295789916	0.46607293017729057
Galactosemia II (GALK)	SMP0000495	Disease	20	9	HMDB0000250;HMDB0001487;HMDB0001341;HMDB0000902;HMDB0001967;HMDB0002111;HMDB0000538;HMDB0003345;HMDB0000302	0.4780631122489405	0.25842696629213485	1.1820862295789916	0.46607293017729057
Citalopram Metabolism Pathway	SMP0000627	Drug Metabolism	17	8	HMDB0001487;HMDB0000902;HMDB0001248;HMDB0003125;HMDB0001377;HMDB0000051;HMDB0000164;HMDB0002111	0.6090733590733524	0.06378986866791744	1.4726871016885887	0.46627722582985337
Riboflavin Metabolism	SMP0000070	Metabolic	19	10	HMDB0001377;HMDB0000250;HMDB0000045;HMDB0001341;HMDB0001248;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0003826;HMDB0003364	0.580987729226274	0.05765765765765766	1.5017027280786086	0.4697114859333337
Fanconi-Bickel Syndrome	SMP0000572	Disease	23	11	HMDB0002111;HMDB0001487;HMDB0000538;HMDB0001341;HMDB0001429;HMDB0003391;HMDB0001294;HMDB0003345;HMDB0003498;HMDB0000122;HMDB0000902	0.4368190067983987	0.26881720430107525	1.1732649289554071	0.47177532207004924
Glycogenosis, Type VII. Tarui Disease	SMP0000531	Disease	23	11	HMDB0001429;HMDB0001487;HMDB0003498;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0000122;HMDB0003391;HMDB0001294;HMDB0003345;HMDB0000902	0.4368190067983987	0.26881720430107525	1.1732649289554071	0.47177532207004924
Glycolysis	SMP0000040	Metabolic	23	11	HMDB0001341;HMDB0001487;HMDB0003345;HMDB0000902;HMDB0003391;HMDB0001294;HMDB0003498;HMDB0002111;HMDB0000538;HMDB0000122;HMDB0001429	0.4368190067983987	0.26881720430107525	1.1732649289554071	0.47177532207004924
Nitric Oxide Signaling Pathway	SMP0063777	Protein	12	4	HMDB0001429;HMDB0000517;HMDB0001248;HMDB0000904	0.6146955294385773	0.27485380116959063	1.1737173435381556	0.47647855008563755
Citalopram Action Pathway	SMP0000424	Drug Action	26	11	HMDB0001248;HMDB0001341;HMDB0002111;HMDB0003125;HMDB0000051;HMDB0000902;HMDB0000164;HMDB0000538;HMDB0001487;HMDB0001377;HMDB0001429	0.5566625388020627	0.07347670250896057	1.4951561719501005	0.4798329770598807
Fatty Acid Biosynthesis	SMP0000456	Metabolic	35	4	HMDB0010720;HMDB0001333;HMDB0010732;HMDB0010718	0.6105769230769245	0.27680311890838205	1.1658531579594942	0.48222036942356855
Ibuprofen Metabolism Pathway	SMP0000590	Drug Metabolism	15	8	HMDB0000295;HMDB0003125;HMDB0001925;HMDB0002111;HMDB0001377;HMDB0000217;HMDB0059597;HMDB0000221	0.4819186902197025	0.28893058161350843	1.1652380268757438	0.48320930458274985
beta-Alanine Metabolism	SMP0000007	Metabolic	34	15	HMDB0003125;HMDB0000051;HMDB0000148;HMDB0000902;HMDB0001248;HMDB0000208;HMDB0000191;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0000221;HMDB0001491;HMDB0001487;HMDB0000217;HMDB0001967	0.516844612559294	0.06839186691312385	1.4832120335897665	0.4832167236947381
Carnosinuria, Carnosinemia	SMP0000493	Disease	34	15	HMDB0003125;HMDB0000051;HMDB0000148;HMDB0000902;HMDB0001248;HMDB0000208;HMDB0000191;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0000221;HMDB0001491;HMDB0001487;HMDB0000217;HMDB0001967	0.516844612559294	0.06839186691312385	1.4832120335897665	0.4832167236947381
GABA-Transaminase Deficiency	SMP0000351	Disease	34	15	HMDB0001377;HMDB0002111;HMDB0000217;HMDB0001487;HMDB0000208;HMDB0001248;HMDB0000191;HMDB0000221;HMDB0000148;HMDB0001491;HMDB0000051;HMDB0001967;HMDB0000902;HMDB0003125;HMDB0059597	0.516844612559294	0.06839186691312385	1.4832120335897665	0.4832167236947381
Tryptophan Metabolism	SMP0000063	Metabolic	59	22	HMDB0001248;HMDB0000538;HMDB0002111;HMDB0000232;HMDB0001330;HMDB0000045;HMDB0000902;HMDB0000208;HMDB0000221;HMDB0001491;HMDB0001487;HMDB0000217;HMDB0001377;HMDB0004081;HMDB0003125;HMDB0000250;HMDB0000148;HMDB0000939;HMDB0000715;HMDB0000763;HMDB0001185;HMDB0001967	0.36581998882255723	0.2525597269624573	1.1596731838631285	0.49186744832113827
Kidney Function- Proximal Convoluted Tubule	SMP0121001	Physiological	10	5	HMDB0002111;HMDB0000294;HMDB0001967;HMDB0000574;HMDB0059597	0.559137227028708	0.2922201138519924	1.1548752430260487	0.4971403243633126
Valine, Leucine, and Isoleucine Degradation	SMP0000032	Metabolic	58	16	HMDB0001248;HMDB0001341;HMDB0002111;HMDB0059597;HMDB0003125;HMDB0001275;HMDB0000902;HMDB0001967;HMDB0000208;HMDB0001491;HMDB0000148;HMDB0000538;HMDB0000254;HMDB0001487;HMDB0001377;HMDB0001429	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
3-Hydroxyisobutyric Acid Dehydrogenase Deficiency	SMP0000521	Disease	58	16	HMDB0001377;HMDB0003125;HMDB0001487;HMDB0000148;HMDB0001341;HMDB0001491;HMDB0001248;HMDB0000254;HMDB0000902;HMDB0001967;HMDB0001275;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0059597;HMDB0000208	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
3-Hydroxyisobutyric Aciduria	SMP0000522	Disease	58	16	HMDB0001248;HMDB0001341;HMDB0002111;HMDB0059597;HMDB0003125;HMDB0001275;HMDB0000902;HMDB0001967;HMDB0000208;HMDB0001491;HMDB0000148;HMDB0000538;HMDB0000254;HMDB0001487;HMDB0001377;HMDB0001429	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
Isobutyryl-CoA Dehydrogenase Deficiency	SMP0000523	Disease	58	16	HMDB0001377;HMDB0002111;HMDB0001275;HMDB0001487;HMDB0000538;HMDB0000208;HMDB0001248;HMDB0001341;HMDB0000148;HMDB0001429;HMDB0000254;HMDB0001491;HMDB0001967;HMDB0000902;HMDB0003125;HMDB0059597	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
Isovaleric Acidemia	SMP0000524	Disease	58	16	HMDB0001487;HMDB0001275;HMDB0001429;HMDB0000208;HMDB0001491;HMDB0000902;HMDB0002111;HMDB0001248;HMDB0003125;HMDB0001341;HMDB0000538;HMDB0001377;HMDB0000254;HMDB0000148;HMDB0059597;HMDB0001967	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
3-Methylglutaconic Aciduria Type III	SMP0000140	Disease	58	16	HMDB0002111;HMDB0000148;HMDB0001275;HMDB0001491;HMDB0001341;HMDB0000902;HMDB0001248;HMDB0000538;HMDB0001429;HMDB0000208;HMDB0059597;HMDB0000254;HMDB0001487;HMDB0001377;HMDB0003125;HMDB0001967	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
Methylmalonic Aciduria	SMP0000200	Disease	58	16	HMDB0003125;HMDB0001487;HMDB0000208;HMDB0001967;HMDB0001491;HMDB0001429;HMDB0000902;HMDB0001275;HMDB0001377;HMDB0000538;HMDB0000148;HMDB0000254;HMDB0002111;HMDB0001341;HMDB0059597;HMDB0001248	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
3-Methylglutaconic Aciduria Type I	SMP0000139	Disease	58	16	HMDB0002111;HMDB0000148;HMDB0001275;HMDB0001491;HMDB0001341;HMDB0000902;HMDB0001248;HMDB0000538;HMDB0001429;HMDB0000208;HMDB0059597;HMDB0000254;HMDB0001487;HMDB0001377;HMDB0003125;HMDB0001967	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
Methylmalonate Semialdehyde Dehydrogenase Deficiency	SMP0000384	Disease	58	16	HMDB0003125;HMDB0001487;HMDB0000208;HMDB0001967;HMDB0001491;HMDB0001429;HMDB0000902;HMDB0001275;HMDB0001377;HMDB0000538;HMDB0000148;HMDB0000254;HMDB0002111;HMDB0001341;HMDB0059597;HMDB0001248	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
Isovaleric Aciduria	SMP0000238	Disease	58	16	HMDB0001248;HMDB0001275;HMDB0000902;HMDB0003125;HMDB0000148;HMDB0001491;HMDB0000254;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0001377;HMDB0001487;HMDB0000208;HMDB0059597;HMDB0001429;HMDB0001967	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
3-Methylcrotonyl-CoA Carboxylase Deficiency Type I	SMP0000237	Disease	58	16	HMDB0001377;HMDB0003125;HMDB0001487;HMDB0000148;HMDB0001341;HMDB0001491;HMDB0001248;HMDB0000254;HMDB0000902;HMDB0001967;HMDB0001275;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0059597;HMDB0000208	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
3-Methylglutaconic Aciduria Type IV	SMP0000141	Disease	58	16	HMDB0002111;HMDB0000148;HMDB0001275;HMDB0001491;HMDB0001341;HMDB0000902;HMDB0001248;HMDB0000538;HMDB0001429;HMDB0000208;HMDB0059597;HMDB0000254;HMDB0001487;HMDB0001377;HMDB0003125;HMDB0001967	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
beta-Ketothiolase Deficiency	SMP0000173	Disease	58	16	HMDB0001248;HMDB0001275;HMDB0000902;HMDB0003125;HMDB0000148;HMDB0001491;HMDB0000254;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0001377;HMDB0001487;HMDB0000208;HMDB0059597;HMDB0001429;HMDB0001967	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
Maple Syrup Urine Disease	SMP0000199	Disease	58	16	HMDB0001377;HMDB0003125;HMDB0001487;HMDB0000148;HMDB0001341;HMDB0001491;HMDB0001248;HMDB0000254;HMDB0000902;HMDB0001967;HMDB0001275;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0059597;HMDB0000208	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
2-Methyl-3-hydroxybutyryl-CoA Dehydrogenase Deficiency	SMP0000137	Disease	58	16	HMDB0001248;HMDB0001275;HMDB0000902;HMDB0003125;HMDB0000148;HMDB0001491;HMDB0000254;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0001377;HMDB0001487;HMDB0000208;HMDB0059597;HMDB0001429;HMDB0001967	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
Propionic Acidemia	SMP0000236	Disease	58	16	HMDB0001275;HMDB0003125;HMDB0001429;HMDB0000148;HMDB0000902;HMDB0001248;HMDB0000538;HMDB0000208;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0000254;HMDB0001491;HMDB0001487;HMDB0001341;HMDB0001967	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency	SMP0000138	Disease	58	16	HMDB0001275;HMDB0003125;HMDB0001429;HMDB0000148;HMDB0000902;HMDB0001248;HMDB0000538;HMDB0000208;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0000254;HMDB0001491;HMDB0001487;HMDB0001341;HMDB0001967	0.3808319773213367	0.30939226519337015	1.118101613762872	0.5019090540891075
Felbamate Metabolism Pathway	SMP0000633	Drug Metabolism	18	7	HMDB0000221;HMDB0059597;HMDB0001377;HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487	0.4741362208690962	0.34172661870503596	1.1109803990356015	0.5023015398402995
Carbamazepine Metabolism Pathway	SMP0000634	Drug Metabolism	19	7	HMDB0002111;HMDB0000902;HMDB0000221;HMDB0059597;HMDB0001487;HMDB0000217;HMDB0001377	0.4741362208690962	0.34172661870503596	1.1109803990356015	0.5023015398402995
Rosiglitazone Metabolism Pathway	SMP0000653	Drug Metabolism	21	7	HMDB0000221;HMDB0002111;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0000217;HMDB0001377	0.4741362208690962	0.34172661870503596	1.1109803990356015	0.5023015398402995
Lidocaine (Local Anaesthetic) Metabolism Pathway	SMP0000620	Drug Metabolism	17	7	HMDB0001377;HMDB0000221;HMDB0001487;HMDB0000217;HMDB0000902;HMDB0002111;HMDB0059597	0.4741362208690962	0.34172661870503596	1.1109803990356015	0.5023015398402995
Doxepin Metabolism Pathway	SMP0000641	Drug Metabolism	17	7	HMDB0001377;HMDB0000221;HMDB0001487;HMDB0000217;HMDB0000902;HMDB0002111;HMDB0059597	0.4741362208690962	0.34172661870503596	1.1109803990356015	0.5023015398402995
Clomipramine Metabolism Pathway	SMP0000639	Drug Metabolism	13	7	HMDB0000217;HMDB0000221;HMDB0001487;HMDB0001377;HMDB0059597;HMDB0000902;HMDB0002111	0.4741362208690962	0.34172661870503596	1.1109803990356015	0.5023015398402995
